ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Postgrado;Estrato 5;7 a 8;Cuatro;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;Pensionado;Igual;30 minutos o menos;Mas de 3 horas;0;No;LICEO BENALCAZAR;FEMENINO;NO OFICIAL;B;N;ACADEMICO;LICEO BENALCAZAR;S;URBANO;COMPLETA;CALI;VALLE;295;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Educacion Profesional completa;Estrato 4;3 a 4;Dos;Si;Si;Si;Si;Si;Si;No;Si;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO LEONÃSTICO LA MERCED;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LEONÃSTICO LA MERCED;S;URBANO;COMPLETA;CALI;VALLE;317;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;MAS DE 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Nunca o rara vez comemos eso;No sabe;No sabe;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO LEONÃSTICO LA MERCED;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LEONÃSTICO LA MERCED;S;URBANO;COMPLETA;CALI;VALLE;255;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 4;5 a 6;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No sabe;Igual;Mas de 2 horas;Entre 1 y 3 horas;0;No;COLEGIO LEONÃSTICO LA MERCED;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LEONÃSTICO LA MERCED;S;URBANO;COMPLETA;CALI;VALLE;278;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;7 a 8;Seis o mas;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO LEONÃSTICO LA MERCED;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LEONÃSTICO LA MERCED;S;URBANO;COMPLETA;CALI;VALLE;305;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;290;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Dos;Si;Si;Si;No;Si;No;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;279;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Primaria incompleta;Tecnica o Tecnologa completa;Estrato 2;3 a 4;Dos;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;238;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;No sabe;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Nunca o rara vez comemos eso;3 a 5 veces por semana;Nunca o rara vez comemos eso;No sabe;No sabe;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;285;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;COLEGIO LOS ANDES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LOS ANDES;S;URBANO;MANANA;CALI;VALLE;369;15
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Tecnica o Tecnologica incompleta;Estrato 4;3 a 4;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Pensionado;Pensionado;Igual;Mas de 2 horas;Mas de 3 horas;0;No;COLEGIO FREINET;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO FREINET;S;URBANO;COMPLETA;CALI;VALLE;370;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;Si;No;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;Mas de 2 horas;Entre 30 y 60 minutos;0;No;COL DE LA SANTÃSIMA TRINIDAD;MIXTO;NO OFICIAL;B;N;TECNICO;COL DE LA SANTÃSIMA TRINIDAD;S;URBANO;MANANA;CALI;VALLE;254;15
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Tres;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COL DE LA SANTÃSIMA TRINIDAD;MIXTO;NO OFICIAL;B;N;TECNICO;COL DE LA SANTÃSIMA TRINIDAD;S;URBANO;MANANA;CALI;VALLE;213;19
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 4;3 a 4;Dos;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COLEGIO MAYOR ALFEREZ REAL;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MAYOR ALFEREZ REAL;S;URBANO;COMPLETA;CALI;VALLE;278;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;No;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;No aplica;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COLEGIO MAYOR ALFEREZ REAL;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MAYOR ALFEREZ REAL;S;URBANO;COMPLETA;CALI;VALLE;240;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No aplica;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;S;RURAL;COMPLETA;CALI;VALLE;332;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 3;1 a 2;Dos;Si;No;Si;Si;Si;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;No leo por entretenimiento;30 minutos o menos;Menos de 10 horas;No;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;S;RURAL;COMPLETA;CALI;VALLE;260;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;Todos o casi todos los dias;No sabe;No sabe;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;S;RURAL;COMPLETA;CALI;VALLE;335;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional completa;Estrato 3;1 a 2;Tres;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;Pensionado;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;S;RURAL;COMPLETA;CALI;VALLE;328;16
CC;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;No sabe;Sin Estrato;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO BILINGUE MONTESSORI;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO BILINGUE MONTESSORI;S;URBANO;COMPLETA;CALI;VALLE;147;18
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Primaria incompleta;Primaria incompleta;Estrato 3;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Mas de 3 horas;0;No;SANTA  MARIA STELLA MARIS;FEMENINO;NO OFICIAL;B;N;ACADEMICO;SANTA  MARIA STELLA MARIS;S;URBANO;COMPLETA;CALI;VALLE;211;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 6;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Entre 1 y 3 horas;Menos de 10 horas;No;COLEGIO VALORES ILAMA;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO VALORES ILAMA;S;URBANO;COMPLETA;CALI;VALLE;192;19
CC;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;Todos o casi todos los dias;Pensionado;No aplica;Igual;Entre 1 y 2 horas;Mas de 3 horas;0;No;COLEGIO LUIS HORACIO GOMEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LUIS HORACIO GOMEZ;S;URBANO;COMPLETA;CALI;VALLE;288;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Tres;Si;Si;Si;No;Si;No;No;Si;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;No sabe;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO NUESTRA SEÃ‘ORA DEL ROSARIO;FEMENINO;NO OFICIAL;B;N;ACADEMICO;COLEGIO NUESTRA SEÃ‘ORA DEL ROSARIO;S;URBANO;COMPLETA;CALI;VALLE;360;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;No;Si;No;No;11 A 25 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;Es vendedor o trabaja en atencion al publico ;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;INST CIAL ARQUIDIOCESANO;MIXTO;NO OFICIAL;B;N;TECNICO;INST CIAL ARQUIDIOCESANO;S;URBANO;MANANA;CALI;VALLE;252;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Dos;Si;No;Si;No;Si;No;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INST CIAL ARQUIDIOCESANO;MIXTO;NO OFICIAL;B;N;TECNICO;INST CIAL ARQUIDIOCESANO;S;URBANO;MANANA;CALI;VALLE;323;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 3;3 a 4;Cuatro;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INST CIAL ARQUIDIOCESANO;MIXTO;NO OFICIAL;B;N;TECNICO;INST CIAL ARQUIDIOCESANO;S;URBANO;MANANA;CALI;VALLE;225;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 2;5 a 6;Cuatro;Si;Si;Si;No;Si;No;No;No;MAS DE 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;No sabe;Pensionado;Igual;Mas de 2 horas;Entre 1 y 3 horas;0;No;INST CIAL ARQUIDIOCESANO;MIXTO;NO OFICIAL;B;N;TECNICO;INST CIAL ARQUIDIOCESANO;S;URBANO;MANANA;CALI;VALLE;279;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;No;No;Si;Si;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INST CIAL ARQUIDIOCESANO;MIXTO;NO OFICIAL;B;N;TECNICO;INST CIAL ARQUIDIOCESANO;S;URBANO;MANANA;CALI;VALLE;223;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 2;1 a 2;Uno;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;30 minutos o menos;0;No;COLEGIO SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO SAN PEDRO CLAVER;S;URBANO;COMPLETA;CALI;VALLE;298;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No aplica;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Seis o mas;Si;Si;Si;No;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;COLEGIO SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO SAN PEDRO CLAVER;S;URBANO;COMPLETA;CALI;VALLE;257;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 5;3 a 4;Cuatro;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Entre 30 y 60 minutos;0;No;COLEGIO SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO SAN PEDRO CLAVER;S;URBANO;COMPLETA;CALI;VALLE;243;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Primaria incompleta;Primaria incompleta;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;30 minutos o menos;0;No;COLEGIO LAURETTA BENDER;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LAURETTA BENDER;S;URBANO;COMPLETA;CALI;VALLE;285;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Educacion Profesional completa;Estrato 3;5 a 6;Cinco;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COLEGIO  DE NUESTRA SEÃ‘ORA DE CHIQUINQUIRA;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO  DE NUESTRA SEÃ‘ORA DE CHIQUINQUIRA;S;URBANO;COMPLETA;CALI;VALLE;251;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;No sabe;Estrato 3;5 a 6;Cuatro;Si;Si;Si;No;No;No;No;Si;0 A 10 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;Nunca o rara vez comemos eso;No aplica;No aplica;Igual;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO  DE NUESTRA SEÃ‘ORA DE CHIQUINQUIRA;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO  DE NUESTRA SEÃ‘ORA DE CHIQUINQUIRA;S;URBANO;COMPLETA;CALI;VALLE;280;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUTO TECNICO LA RIVIERA;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;INSTITUTO TECNICO LA RIVIERA;S;URBANO;MANANA;CALI;VALLE;272;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Primaria incompleta;Estrato 3;5 a 6;Cuatro;No;Si;Si;Si;No;Si;No;No;26 A 100 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;No aplica;No aplica;Peor;No leo por entretenimiento;30 minutos o menos;0;No;INSTITUTO TECNICO LA RIVIERA;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;INSTITUTO TECNICO LA RIVIERA;S;URBANO;MANANA;CALI;VALLE;272;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 4;3 a 4;Cuatro;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUTO TECNICO LA RIVIERA;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;INSTITUTO TECNICO LA RIVIERA;S;URBANO;MANANA;CALI;VALLE;244;18
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 2;7 a 8;Seis o mas;Si;Si;Si;Si;Si;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Mas de 3 horas;0;No;INSTITUTO TECNICO LA RIVIERA;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;INSTITUTO TECNICO LA RIVIERA;S;URBANO;MANANA;CALI;VALLE;239;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Cuatro;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO SAN PEDRO CLAVER;S;URBANO;COMPLETA;CALI;VALLE;297;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;ASPAEN LICEO TACURÃ;FEMENINO;NO OFICIAL;B;S;ACADEMICO;ASPAEN LICEO TACURÃ;S;URBANO;COMPLETA;CALI;VALLE;370;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 4;3 a 4;Cuatro;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;S;URBANO;MANANA;CALI;VALLE;242;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;S;URBANO;MANANA;CALI;VALLE;290;15
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 4;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO PHILADELPHIA INTERNACIONAL;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO PHILADELPHIA INTERNACIONAL - SEDE PRINCIPAL;S;URBANO;COMPLETA;CALI;VALLE;332;16
